Course ID,Course Name,Course Description,Course Difficulty Level,Course Requirements,Section ID,Section Name,Section Description,Section Difficulty Level,Subsection ID,Subsection Name,Subsection Description,Subsection Difficulty Level,Exercise ID,Exercise Number,Exercise Question Type,Exercise Tags,Exercise Description,Exercise Draw By Skills,Exercise Draw By Tag,Exercise Editing Allowed,Exercise Help,Exercise Instant Feedback,Exercise Moving Allowed,Exercise Number to Draw,Exercise Passing Criterium,Exercise Save Seed,Exercise Seed,Exercise Shuffled,Exercise Text Before Start,Exercise Text After End,Exercise Timed Limit,Exercise Timed Type,Exercise Skills,Exercise Repeatable,Question ID,Question,Question Type,Question Tags,Question Choices,Question Shuffle Options,Question Shuffle Answers,Question Num Eval,Question Correct Answer,Question Correct,Question Incorrect,Question Feedback,Question Skills,Question Description
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,879 ÷ 9 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,879 ÷ 9 = 97 remainder 6,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,872 ÷ 9 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,872 ÷ 9 = 96 remainder 8,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,336 ÷ 9 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,336 ÷ 9 = 37 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,507 ÷ 9 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,507 ÷ 9 = 56 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,2,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,659 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,659 ÷ 8 = 82 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,4516 ÷ 9 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,4516 ÷ 9 = 501 remainder 7,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,4284 ÷ 4 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,4284 ÷ 4 = 1071 remainder 0,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,7103 ÷ 5 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,7103 ÷ 5 = 1420 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,4975 ÷ 7 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,4975 ÷ 7 = 710 remainder 5,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,8902 ÷ 5 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,8902 ÷ 5 = 1780 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,1823 ÷ 6 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,1823 ÷ 6 = 303 remainder 5,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,9134 ÷ 7 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,9134 ÷ 7 = 1304 remainder 6,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,5485 ÷ 5 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,5485 ÷ 5 = 1097 remainder 0,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,3251 ÷ 3 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,3251 ÷ 3 = 1083 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,7021 ÷ 9 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,7021 ÷ 9 = 780 remainder 1,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,3602 ÷ 4 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,3602 ÷ 4 = 900 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,6434 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,6434 ÷ 8 = 804 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,3042 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,3042 ÷ 8 = 380 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,7554 ÷ 5 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,7554 ÷ 5 = 1510 remainder 4,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,7228 ÷ 7 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,7228 ÷ 7 = 1032 remainder 4,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,3124 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,3124 ÷ 8 = 390 remainder 4,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,6603 ÷ 5 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,6603 ÷ 5 = 1320 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,1350 ÷ 3 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,1350 ÷ 3 = 450 remainder 0,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,40297 ÷ 5 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,40297 ÷ 5 = 8059 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,32914 ÷ 3 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,32914 ÷ 3 = 10971 remainder 1,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,20313 ÷ 7 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,20313 ÷ 7 = 2901 remainder 6,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,83729 ÷ 3 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,83729 ÷ 3 = 27909 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,57650 ÷ 6 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,57650 ÷ 6 = 9608 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,63246 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,63246 ÷ 8 = 7905 remainder 6,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,50562 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,50562 ÷ 8 = 6320 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,54128 ÷ 3 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,54128 ÷ 3 = 18042 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,29193 ÷ 7 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,29193 ÷ 7 = 4170 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,28197 ÷ 4 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,28197 ÷ 4 = 7049 remainder 1,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,85075 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,85075 ÷ 8 = 10634 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,75822 ÷ 7 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,75822 ÷ 7 = 10831 remainder 5,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,44912 ÷ 9 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,44912 ÷ 9 = 4990 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,29606 ÷ 4 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,29606 ÷ 4 = 7401 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,56251 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,56251 ÷ 8 = 7031 remainder 3,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,86556 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,86556 ÷ 8 = 10819 remainder 4,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,60879 ÷ 3 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,60879 ÷ 3 = 20293 remainder 0,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,3,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,16865 ÷ 8 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,16865 ÷ 8 = 2108 remainder 1,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,4,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,9193 ÷ 11 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,9193 ÷ 11 = 835 remainder 8,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,4,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,9880 ÷ 11 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,9880 ÷ 11 = 898 remainder 2,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,4,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,1902 ÷ 11 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,1902 ÷ 11 = 172 remainder 10,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
,Foutloos Rekenen (Penn v.01),,4,,,Recepten: Gehele getallen,,1,,Delen,,4,,4,,,,TRUE,,,,,,8,5,,,,,,,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",TRUE,,1775 ÷ 12 = <ans> rest <ans>,FITBT,"{""FR"", ""NN"", ""dvs""}",,,,TRUE,1775 ÷ 12 = 147 remainder 11,Goed zo!,Dat is niet goed. Controleer je stappen.,,"[{""skill"": ""NN - delen"", ""subskills"": [""met rest"", ""recept""]}]",Reken de som volgens het recept uit in je schrift en vul hieronder het antwoord in.
