course_name,section_difficulty_level,section_name,subsection_difficulty_level,subsection_name,exercise_number,status,"systemID","tags","ID","questionType","preQuestionContent","questionContent","answerContent","shuffleOptions","shuffleAnswers","numEval","correctFeedback","incorectFeedback","specialFeedback"
Arithmetic,1,Natural Number,1,Addition,2,true,"122773990393346","{""+"", ""tables""}","tms_tbl_1413","FITBT","","14 + 13 = <ans>","{{27}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"682350618757178","{""+"", ""tables""}","tms_tbl_1414","FITBT","","14 + 14 = <ans>","{{28}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"567545274232553","{""+"", ""tables""}","tms_tbl_1415","FITBT","","14 + 15 = <ans>","{{29}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"353351008067243","{""+"", ""tables""}","tms_tbl_1416","FITBT","","14 + 16 = <ans>","{{30}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"611082144411300","{""+"", ""tables""}","tms_tbl_1417","FITBT","","14 + 17 = <ans>","{{31}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"817038133176606","{""+"", ""tables""}","tms_tbl_1418","FITBT","","14 + 18 = <ans>","{{32}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"359820434971454","{""+"", ""tables""}","tms_tbl_1419","FITBT","","14 + 19 = <ans>","{{33}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"732988298542268","{""+"", ""tables""}","tms_tbl_1420","FITBT","","14 + 20 = <ans>","{{34}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"875178457863526","{""+"", ""tables""}","tms_tbl_1500","FITBT","","15 + 0 = <ans>","{{15}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"329780637403238","{""+"", ""tables""}","tms_tbl_1501","FITBT","","15 + 1 = <ans>","{{16}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"978356029511021","{""+"", ""tables""}","tms_tbl_1502","FITBT","","15 + 2 = <ans>","{{17}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"810628550096126","{""+"", ""tables""}","tms_tbl_1503","FITBT","","15 + 3 = <ans>","{{18}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"914768883732326","{""+"", ""tables""}","tms_tbl_1504","FITBT","","15 + 4 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"845706452055294","{""+"", ""tables""}","tms_tbl_1505","FITBT","","15 + 5 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"535034695421022","{""+"", ""tables""}","tms_tbl_1506","FITBT","","15 + 6 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"793334268485314","{""+"", ""tables""}","tms_tbl_1507","FITBT","","15 + 7 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"655246275799789","{""+"", ""tables""}","tms_tbl_1508","FITBT","","15 + 8 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"965360257336053","{""+"", ""tables""}","tms_tbl_1509","FITBT","","15 + 9 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"009360815818055","{""+"", ""tables""}","tms_tbl_1510","FITBT","","15 + 10 = <ans>","{{25}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"041521625584524","{""+"", ""tables""}","tms_tbl_1511","FITBT","","15 + 11 = <ans>","{{26}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"401644367091571","{""+"", ""tables""}","tms_tbl_1512","FITBT","","15 + 12 = <ans>","{{27}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,1,Addition,2,true,"386358139339434","{""+"", ""tables""}","tms_tbl_1513","FITBT","","15 + 13 = <ans>","{{28}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"048883749491235","{""+"", ""tables""}","tms_tbl_1514","FITBT","","15 + 14 = <ans>","{{29}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"595684379480837","{""+"", ""tables""}","tms_tbl_1515","FITBT","","15 + 15 = <ans>","{{30}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"423454750384576","{""+"", ""tables""}","tms_tbl_1516","FITBT","","15 + 16 = <ans>","{{31}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"813811911335967","{""+"", ""tables""}","tms_tbl_1517","FITBT","","15 + 17 = <ans>","{{32}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"481510552904916","{""+"", ""tables""}","tms_tbl_1518","FITBT","","15 + 18 = <ans>","{{33}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"330924627887680","{""+"", ""tables""}","tms_tbl_1519","FITBT","","15 + 19 = <ans>","{{34}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"837090410825600","{""+"", ""tables""}","tms_tbl_1520","FITBT","","15 + 20 = <ans>","{{35}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"949013297827542","{""+"", ""tables""}","tms_tbl_1600","FITBT","","16 + 0 = <ans>","{{16}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"688201168151882","{""+"", ""tables""}","tms_tbl_1601","FITBT","","16 + 1 = <ans>","{{17}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"147743169120853","{""+"", ""tables""}","tms_tbl_1602","FITBT","","16 + 2 = <ans>","{{18}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"539253573965952","{""+"", ""tables""}","tms_tbl_1603","FITBT","","16 + 3 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"741732084891483","{""+"", ""tables""}","tms_tbl_1604","FITBT","","16 + 4 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"298984378899063","{""+"", ""tables""}","tms_tbl_1605","FITBT","","16 + 5 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"870479351876280","{""+"", ""tables""}","tms_tbl_1606","FITBT","","16 + 6 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"025006606656659","{""+"", ""tables""}","tms_tbl_1607","FITBT","","16 + 7 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"360872613374888","{""+"", ""tables""}","tms_tbl_1608","FITBT","","16 + 8 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"565098497336696","{""+"", ""tables""}","tms_tbl_1609","FITBT","","16 + 9 = <ans>","{{25}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"676003627451163","{""+"", ""tables""}","tms_tbl_1610","FITBT","","16 + 10 = <ans>","{{26}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"503516897365257","{""+"", ""tables""}","tms_tbl_1611","FITBT","","16 + 11 = <ans>","{{27}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"052658577923555","{""+"", ""tables""}","tms_tbl_1612","FITBT","","16 + 12 = <ans>","{{28}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"779119522306990","{""+"", ""tables""}","tms_tbl_1613","FITBT","","16 + 13 = <ans>","{{29}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"093908384736109","{""+"", ""tables""}","tms_tbl_1614","FITBT","","16 + 14 = <ans>","{{30}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"407594776994471","{""+"", ""tables""}","tms_tbl_1615","FITBT","","16 + 15 = <ans>","{{31}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"918226484246283","{""+"", ""tables""}","tms_tbl_1616","FITBT","","16 + 16 = <ans>","{{32}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"984927960136911","{""+"", ""tables""}","tms_tbl_1617","FITBT","","16 + 17 = <ans>","{{33}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"989414223964097","{""+"", ""tables""}","tms_tbl_1618","FITBT","","16 + 18 = <ans>","{{34}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"603201532166441","{""+"", ""tables""}","tms_tbl_1619","FITBT","","16 + 19 = <ans>","{{35}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"411793233527738","{""+"", ""tables""}","tms_tbl_1620","FITBT","","16 + 20 = <ans>","{{36}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"697713132798588","{""+"", ""tables""}","tms_tbl_1700","FITBT","","17 + 0 = <ans>","{{17}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"127678603994044","{""+"", ""tables""}","tms_tbl_1701","FITBT","","17 + 1 = <ans>","{{18}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"727815917632889","{""+"", ""tables""}","tms_tbl_1702","FITBT","","17 + 2 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"189085177836681","{""+"", ""tables""}","tms_tbl_1703","FITBT","","17 + 3 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"427946834498027","{""+"", ""tables""}","tms_tbl_1704","FITBT","","17 + 4 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"792106173511626","{""+"", ""tables""}","tms_tbl_1705","FITBT","","17 + 5 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"050309453985250","{""+"", ""tables""}","tms_tbl_1706","FITBT","","17 + 6 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"084343165513725","{""+"", ""tables""}","tms_tbl_1707","FITBT","","17 + 7 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"073023296213295","{""+"", ""tables""}","tms_tbl_1708","FITBT","","17 + 8 = <ans>","{{25}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"209202093508624","{""+"", ""tables""}","tms_tbl_1709","FITBT","","17 + 9 = <ans>","{{26}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"784329435271277","{""+"", ""tables""}","tms_tbl_1710","FITBT","","17 + 10 = <ans>","{{27}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"887276726956548","{""+"", ""tables""}","tms_tbl_1711","FITBT","","17 + 11 = <ans>","{{28}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"171607359818312","{""+"", ""tables""}","tms_tbl_1712","FITBT","","17 + 12 = <ans>","{{29}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"351294801931663","{""+"", ""tables""}","tms_tbl_1713","FITBT","","17 + 13 = <ans>","{{30}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"388106309637750","{""+"", ""tables""}","tms_tbl_1714","FITBT","","17 + 14 = <ans>","{{31}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"521879472352420","{""+"", ""tables""}","tms_tbl_1715","FITBT","","17 + 15 = <ans>","{{32}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"500369208298060","{""+"", ""tables""}","tms_tbl_1716","FITBT","","17 + 16 = <ans>","{{33}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"437261592251608","{""+"", ""tables""}","tms_tbl_1717","FITBT","","17 + 17 = <ans>","{{34}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"400821182509815","{""+"", ""tables""}","tms_tbl_1718","FITBT","","17 + 18 = <ans>","{{35}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"544340151522908","{""+"", ""tables""}","tms_tbl_1719","FITBT","","17 + 19 = <ans>","{{36}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"433163180712244","{""+"", ""tables""}","tms_tbl_1720","FITBT","","17 + 20 = <ans>","{{37}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"447636666506627","{""+"", ""tables""}","tms_tbl_1800","FITBT","","18 + 0 = <ans>","{{18}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"307280720459100","{""+"", ""tables""}","tms_tbl_1801","FITBT","","18 + 1 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"919284974417082","{""+"", ""tables""}","tms_tbl_1802","FITBT","","18 + 2 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"391087102638116","{""+"", ""tables""}","tms_tbl_1803","FITBT","","18 + 3 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"768593675659280","{""+"", ""tables""}","tms_tbl_1804","FITBT","","18 + 4 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"271574017385705","{""+"", ""tables""}","tms_tbl_1805","FITBT","","18 + 5 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"299898993065965","{""+"", ""tables""}","tms_tbl_1806","FITBT","","18 + 6 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"266276011315640","{""+"", ""tables""}","tms_tbl_1807","FITBT","","18 + 7 = <ans>","{{25}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"835093414140606","{""+"", ""tables""}","tms_tbl_1808","FITBT","","18 + 8 = <ans>","{{26}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"512831824292438","{""+"", ""tables""}","tms_tbl_1809","FITBT","","18 + 9 = <ans>","{{27}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"036184110614293","{""+"", ""tables""}","tms_tbl_1810","FITBT","","18 + 10 = <ans>","{{28}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"639608165427656","{""+"", ""tables""}","tms_tbl_1811","FITBT","","18 + 11 = <ans>","{{29}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"320881654670399","{""+"", ""tables""}","tms_tbl_1812","FITBT","","18 + 12 = <ans>","{{30}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"344947530384526","{""+"", ""tables""}","tms_tbl_1813","FITBT","","18 + 13 = <ans>","{{31}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"881728418203193","{""+"", ""tables""}","tms_tbl_1814","FITBT","","18 + 14 = <ans>","{{32}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"597898120314506","{""+"", ""tables""}","tms_tbl_1815","FITBT","","18 + 15 = <ans>","{{33}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"638202361604695","{""+"", ""tables""}","tms_tbl_1816","FITBT","","18 + 16 = <ans>","{{34}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"332910505010600","{""+"", ""tables""}","tms_tbl_1817","FITBT","","18 + 17 = <ans>","{{35}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"885885175054844","{""+"", ""tables""}","tms_tbl_1818","FITBT","","18 + 18 = <ans>","{{36}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"977129186667022","{""+"", ""tables""}","tms_tbl_1819","FITBT","","18 + 19 = <ans>","{{37}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"839117879962506","{""+"", ""tables""}","tms_tbl_1820","FITBT","","18 + 20 = <ans>","{{38}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"860865227757869","{""+"", ""tables""}","tms_tbl_1900","FITBT","","19 + 0 = <ans>","{{19}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"766109756322119","{""+"", ""tables""}","tms_tbl_1901","FITBT","","19 + 1 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"136486694539275","{""+"", ""tables""}","tms_tbl_1902","FITBT","","19 + 2 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"335380123336597","{""+"", ""tables""}","tms_tbl_1903","FITBT","","19 + 3 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"494239243591380","{""+"", ""tables""}","tms_tbl_1904","FITBT","","19 + 4 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"961344044208530","{""+"", ""tables""}","tms_tbl_1905","FITBT","","19 + 5 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"699136347143511","{""+"", ""tables""}","tms_tbl_1906","FITBT","","19 + 6 = <ans>","{{25}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"514141601841324","{""+"", ""tables""}","tms_tbl_1907","FITBT","","19 + 7 = <ans>","{{26}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"670145177700241","{""+"", ""tables""}","tms_tbl_1908","FITBT","","19 + 8 = <ans>","{{27}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"894530166347801","{""+"", ""tables""}","tms_tbl_1909","FITBT","","19 + 9 = <ans>","{{28}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"118355483033120","{""+"", ""tables""}","tms_tbl_1910","FITBT","","19 + 10 = <ans>","{{29}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"555697682841351","{""+"", ""tables""}","tms_tbl_1911","FITBT","","19 + 11 = <ans>","{{30}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"205258080191976","{""+"", ""tables""}","tms_tbl_1912","FITBT","","19 + 12 = <ans>","{{31}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"977554822828426","{""+"", ""tables""}","tms_tbl_1913","FITBT","","19 + 13 = <ans>","{{32}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"387165067392987","{""+"", ""tables""}","tms_tbl_1914","FITBT","","19 + 14 = <ans>","{{33}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"079197270324873","{""+"", ""tables""}","tms_tbl_1915","FITBT","","19 + 15 = <ans>","{{34}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"670552018157242","{""+"", ""tables""}","tms_tbl_1916","FITBT","","19 + 16 = <ans>","{{35}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"823105723833782","{""+"", ""tables""}","tms_tbl_1917","FITBT","","19 + 17 = <ans>","{{36}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"992183556252498","{""+"", ""tables""}","tms_tbl_1918","FITBT","","19 + 18 = <ans>","{{37}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"494263574808360","{""+"", ""tables""}","tms_tbl_1919","FITBT","","19 + 19 = <ans>","{{38}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"388360821419475","{""+"", ""tables""}","tms_tbl_1920","FITBT","","19 + 20 = <ans>","{{39}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"166599707477627","{""+"", ""tables""}","tms_tbl_2000","FITBT","","20 + 0 = <ans>","{{20}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"273591244945668","{""+"", ""tables""}","tms_tbl_2001","FITBT","","20 + 1 = <ans>","{{21}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"000939828471554","{""+"", ""tables""}","tms_tbl_2002","FITBT","","20 + 2 = <ans>","{{22}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"908920429829041","{""+"", ""tables""}","tms_tbl_2003","FITBT","","20 + 3 = <ans>","{{23}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"018388876318621","{""+"", ""tables""}","tms_tbl_2004","FITBT","","20 + 4 = <ans>","{{24}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"106837136495233","{""+"", ""tables""}","tms_tbl_2005","FITBT","","20 + 5 = <ans>","{{25}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"317549682456465","{""+"", ""tables""}","tms_tbl_2006","FITBT","","20 + 6 = <ans>","{{26}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"579722658975018","{""+"", ""tables""}","tms_tbl_2007","FITBT","","20 + 7 = <ans>","{{27}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"799226889752066","{""+"", ""tables""}","tms_tbl_2008","FITBT","","20 + 8 = <ans>","{{28}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"733018955446538","{""+"", ""tables""}","tms_tbl_2009","FITBT","","20 + 9 = <ans>","{{29}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"452032341490195","{""+"", ""tables""}","tms_tbl_2010","FITBT","","20 + 10 = <ans>","{{30}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"260076334951556","{""+"", ""tables""}","tms_tbl_2011","FITBT","","20 + 11 = <ans>","{{31}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"765871540277792","{""+"", ""tables""}","tms_tbl_2012","FITBT","","20 + 12 = <ans>","{{32}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"314655490806769","{""+"", ""tables""}","tms_tbl_2013","FITBT","","20 + 13 = <ans>","{{33}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"573862831466738","{""+"", ""tables""}","tms_tbl_2014","FITBT","","20 + 14 = <ans>","{{34}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"217748999663752","{""+"", ""tables""}","tms_tbl_2015","FITBT","","20 + 15 = <ans>","{{35}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"727125637366734","{""+"", ""tables""}","tms_tbl_2016","FITBT","","20 + 16 = <ans>","{{36}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"354118771226414","{""+"", ""tables""}","tms_tbl_2017","FITBT","","20 + 17 = <ans>","{{37}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"535025146643215","{""+"", ""tables""}","tms_tbl_2018","FITBT","","20 + 18 = <ans>","{{38}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"906459239823428","{""+"", ""tables""}","tms_tbl_2019","FITBT","","20 + 19 = <ans>","{{39}}","","","True","Correct!","Incorrect..",""
Conceptual Math,1,Natural Number,1,Addition,2,true,"288705079534686","{""+"", ""tables""}","tms_tbl_2020","FITBT","","20 + 20 = <ans>","{{40}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"109238862617815","{""-"", ""tables"", ""<=10""}","tms_tbl_0000","FITBT","","0 - 0 = <ans>","{{0}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"244781338867283","{""-"", ""tables"", ""<=10""}","tms_tbl_0001","FITBT","","1 - 0 = <ans>","{{1}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"727511418537419","{""-"", ""tables"", ""<=10""}","tms_tbl_0002","FITBT","","2 - 0 = <ans>","{{2}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"181762149528876","{""-"", ""tables"", ""<=10""}","tms_tbl_0003","FITBT","","3 - 0 = <ans>","{{3}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"457194611374586","{""-"", ""tables"", ""<=10""}","tms_tbl_0004","FITBT","","4 - 0 = <ans>","{{4}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"421677071041585","{""-"", ""tables"", ""<=10""}","tms_tbl_0005","FITBT","","5 - 0 = <ans>","{{5}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"653973711614611","{""-"", ""tables"", ""<=10""}","tms_tbl_0006","FITBT","","6 - 0 = <ans>","{{6}}","","","True","Correct!","Incorrect..",""
Arithmetic,1,Natural Number,2,Subtraction,1,true,"053416222247686","{""-"", ""tables"", ""<=10""}","tms_tbl_0007","FITBT","","7 - 0 = <ans>","{{7}}","","","True","Correct!","Incorrect..",""
